Name,Frequency,Intensity
h,3983.642578,-12.72957999
h,3994.40918,-22.83746633
h,4005.175781,-18.41465522
h,4015.942383,-10.81215257
h,4026.708984,-15.98733653
h,4037.475586,-18.16458827
h,4048.242188,-12.83577661
h,4059.008789,-11.49390605
h,4069.775391,-10.42740359
h,4080.541992,-14.18610235
h,4091.308594,-14.48712058
h,4102.075195,-9.26002766
h,4112.841797,-18.89735642
h,4123.608398,-14.16697514
h,4134.375,-20.95575884
h,4145.141602,-19.14680407
h,4155.908203,-13.31558189
h,4166.674805,-6.433904704
h,4177.441406,-5.669147143
h,4188.208008,-8.300224864
h,4198.974609,-20.48443774
h,4209.741211,-18.29260403
h,4220.507813,-14.86682784
h,4231.274414,-7.897477151
h,4242.041016,-10.1687344
h,4252.807617,-7.81661864
h,4263.574219,-9.49704712
h,4274.34082,-18.13406907
h,4285.107422,-11.09894923
h,4295.874023,-9.024884356
h,4306.640625,-14.61028389
h,4317.407227,-32.47385532
h,4328.173828,-9.92210444
h,4338.94043,-12.15909436
h,4349.707031,-14.3511768
h,4360.473633,-29.15473934
h,4371.240234,-15.79053652
h,4382.006836,-8.27641006
h,4392.773438,-8.092386561
h,4403.540039,-11.55145625
h,4414.306641,-6.071133676
h,4425.073242,-12.53817562
h,4435.839844,-25.21844161
h,4446.606445,-23.27797042
h,4457.373047,-8.10305717
h,4468.139648,-9.687775955
h,4478.90625,-12.85182212
h,4489.672852,-20.7612347
h,4500.439453,-16.28617091
h,4511.206055,-12.46694792
h,4521.972656,-15.14680986
h,4532.739258,-9.792764009
h,4543.505859,-5.834760496
h,4554.272461,-6.619299876
h,4565.039063,-8.991898086
h,4575.805664,-7.824145334
h,4586.572266,-5.273618841
h,4597.338867,-10.52660385
h,4608.105469,-13.09815779
h,4618.87207,-17.02332339
h,4629.638672,-10.43225299
h,4640.405273,-12.25272678
h,4651.171875,-7.543875114
h,4661.938477,-7.444544549
h,4672.705078,-16.48378458
h,4683.47168,-9.905865668
h,4694.238281,-11.53672553
h,4705.004883,-17.74122476
h,4715.771484,-15.42033579
h,4726.538086,-13.10790355
h,4737.304688,-16.15084772
h,4748.071289,-28.32500436
h,4758.837891,-20.82451578
h,4769.604492,-27.81349678
h,4780.371094,-12.63432615
h,4791.137695,-8.390902816
h,4801.904297,-17.24653129
h,4812.670898,-8.276210133
h,4823.4375,-9.155913847
h,4834.204102,-8.834491822
h,4844.970703,-12.40148162
h,4855.737305,-23.6090586
h,4866.503906,-22.51256701
h,4877.270508,-14.29496977
h,4888.037109,-14.67174902
h,4898.803711,-21.91282778
h,4909.570313,-19.82720858
h,4920.336914,-25.0416277
h,4931.103516,-15.66717734
h,4941.870117,-15.51302071
h,4952.636719,-11.84218605
h,4963.40332,-23.10173964
h,4974.169922,-26.32301994
h,4984.936523,-19.44367036
h,4995.703125,-13.59528436
h,5006.469727,-15.94909641
h,5017.236328,-19.11569575
h,5028.00293,-16.75320455
h,5038.769531,-14.02404547
h,5049.536133,-15.74789354
h,5060.302734,-21.83711871
h,5071.069336,-17.11941331
h,5081.835938,-13.87791557
h,5092.602539,-22.57156029
h,5103.369141,-12.53966396
h,5114.135742,-10.22750015
h,5124.902344,-11.46387166
h,5135.668945,-18.33405763
h,5146.435547,-15.36600763
h,5157.202148,-19.9081549
h,5167.96875,-24.65924913
h,5178.735352,-23.59441839
h,5189.501953,-16.2079096
h,5200.268555,-9.422254071
h,5211.035156,-10.97957338
h,5221.801758,-17.61033082
h,5232.568359,-14.81034966
h,5243.334961,-12.17164523
h,5254.101563,-10.6456354
h,5264.868164,-9.413617699
h,5275.634766,-20.78823339
h,5286.401367,-19.52991515
h,5297.167969,-17.6196437
h,5307.93457,-12.40144855
h,5318.701172,-12.32999004
h,5329.467773,-10.68130384
h,5340.234375,-11.48346635
h,5351.000977,-16.98561656
h,5361.767578,-17.54940288
h,5372.53418,-21.52798698
h,5383.300781,-19.67012479
h,5394.067383,-16.71516125
h,5404.833984,-11.67998457
h,5415.600586,-17.54709936
h,5426.367188,-26.31393875
h,5437.133789,-12.85035945
h,5447.900391,-23.60604643
h,5458.666992,-17.80068225
h,5469.433594,-35.72018955
h,5480.200195,-16.59346459
h,5490.966797,-12.78127471
h,5501.733398,-12.56947961
h,5512.5,-15.53588391
h,5523.266602,-20.82133275
h,5534.033203,-33.48319559
h,5544.799805,-20.12862354
h,5555.566406,-23.42254126
h,5566.333008,-17.17841159
h,5577.099609,-10.50688268
h,5587.866211,-14.43569029
h,5598.632813,-30.25391118
h,5609.399414,-13.21414075
h,5620.166016,-10.69321472
h,5630.932617,-13.4769539
h,5641.699219,-9.423587946
h,5652.46582,-11.99481185
h,5663.232422,-29.5683658
h,5673.999023,-21.23307428
h,5684.765625,-14.28526509
h,5695.532227,-12.13262579
h,5706.298828,-12.83140452
h,5717.06543,-14.54004174
h,5727.832031,-11.05759895
h,5738.598633,-13.08586424
h,5749.365234,-13.36537345
h,5760.131836,-10.66660446
h,5770.898438,-15.93588264
h,5781.665039,-12.42054876
h,5792.431641,-11.28136212
h,5803.198242,-18.8920163
h,5813.964844,-14.80682456
h,5824.731445,-19.78383442
h,5835.498047,-10.29275604
h,5846.264648,-10.35676309
h,5857.03125,-18.02165094
h,5867.797852,-16.34322845
h,5878.564453,-10.00066897
h,5889.331055,-6.109518494
h,5900.097656,-5.641217458
h,5910.864258,-29.35426177
h,5921.630859,-5.954758601
h,5932.397461,-2.972248813
h,5943.164063,-4.207209775
h,5953.930664,-2.703339841
h,5964.697266,-4.963778832
h,5975.463867,-30.57414281
h,5986.230469,-11.08573882
h,5996.99707,-10.58762459
h,6007.763672,-13.85678238
h,6018.530273,-12.15379409
h,6029.296875,-12.40042023
h,6040.063477,-13.45994044
h,6050.830078,-5.903956513
h,6061.59668,-8.579093476
h,6072.363281,-14.54434262
h,6083.129883,-19.49697079
h,6093.896484,-10.94168159
h,6104.663086,-12.45422196
h,6115.429688,-19.90991932
h,6126.196289,-15.35198283
h,6136.962891,-7.479431447
h,6147.729492,-13.46816394
h,6158.496094,-11.4249972
h,6169.262695,-16.45388574
h,6180.029297,-19.50915136
h,6190.795898,-11.57898538
h,6201.5625,-11.39004026
h,6212.329102,-12.36394868
h,6223.095703,-13.15725746
h,6233.862305,-17.35740188
h,6244.628906,-30.15738927
h,6255.395508,-13.00051021
h,6266.162109,-15.18502938
h,6276.928711,-14.31766656
h,6287.695313,-17.45177884
h,6298.461914,-24.17975402
h,6309.228516,-15.96319716
h,6319.995117,-14.69375518
h,6330.761719,-19.01425802
h,6341.52832,-15.34530221
h,6352.294922,-12.73952957
h,6363.061523,-21.1002766
h,6373.828125,-22.41053466
h,6384.594727,-10.71194337
h,6395.361328,-9.909817707
h,6406.12793,-14.29124345
h,6416.894531,-16.9643172
h,6427.661133,-20.8811434
h,6438.427734,-26.73235083
h,6449.194336,-21.91623616
h,6459.960938,-24.6856197
h,6470.727539,-15.78569987
h,6481.494141,-21.2733756
h,6492.260742,-13.13916046
h,6503.027344,-15.01506173
h,6513.793945,-28.68668737
h,6524.560547,-17.07861945
h,6535.327148,-11.94053772
h,6546.09375,-10.27927661
h,6556.860352,-11.92634487
h,6567.626953,-18.74196896
h,6578.393555,-13.21891125
h,6589.160156,-11.53643881
h,6599.926758,-17.29140887
h,6610.693359,-19.44983481
h,6621.459961,-19.65071988
h,6632.226563,-17.18901209
h,6642.993164,-22.15206035
h,6653.759766,-15.48068673
h,6664.526367,-14.92394653
h,6675.292969,-13.84132408
h,6686.05957,-13.65742074
h,6696.826172,-20.81998575
h,6707.592773,-25.38150521
h,6718.359375,-14.46897022
h,6729.125977,-10.19933314
h,6739.892578,-15.27503172
h,6750.65918,-24.55294419
h,6761.425781,-16.20014289
h,6772.192383,-18.03020401
h,6782.958984,-15.26063046
h,6793.725586,-11.41463283
h,6804.492188,-12.70678592
h,6815.258789,-20.20231166
h,6826.025391,-23.82783369
h,6836.791992,-24.17065117
h,6847.558594,-34.27155843
h,6858.325195,-19.18717552
h,6869.091797,-15.826543
h,6879.858398,-11.80145469
h,6890.625,-11.64682949
h,6901.391602,-16.14888949
h,6912.158203,-11.9854061
h,6922.924805,-16.77143864
h,6933.691406,-16.92702804
h,6944.458008,-17.30949728
h,6955.224609,-14.47785441
h,6965.991211,-15.06946838
h,6976.757813,-14.98502156
h,6987.524414,-14.66146586
h,6998.291016,-12.78028531
h,7009.057617,-14.65345484
h,7019.824219,-45.12535437
h,7030.59082,-13.52872379
h,7041.357422,-10.64107414
h,7052.124023,-22.31140475
h,7062.890625,-21.1562008
h,7073.657227,-18.53260904
h,7084.423828,-20.99850433
h,7095.19043,-12.84412548
h,7105.957031,-14.76004054
h,7116.723633,-16.52796057
h,7127.490234,-14.89076652
h,7138.256836,-20.82993851
h,7149.023438,-18.01339494
h,7159.790039,-13.41140484
h,7170.556641,-13.5712259
h,7181.323242,-14.18506953
h,7192.089844,-15.23274699
h,7202.856445,-14.24933558
h,7213.623047,-13.07624196
h,7224.389648,-13.14387867
h,7235.15625,-15.70374714
h,7245.922852,-22.02632422
h,7256.689453,-23.09328228
h,7267.456055,-12.4648009
h,7278.222656,-16.51392062
h,7288.989258,-22.50255882
h,7299.755859,-12.94420223
h,7310.522461,-16.38794795
h,7321.289063,-17.20853485
h,7332.055664,-14.85679553
h,7342.822266,-17.54678304
h,7353.588867,-15.61230306
h,7364.355469,-18.41217987
h,7375.12207,-21.22315836
h,7385.888672,-11.88388226
h,7396.655273,-14.64384349
h,7407.421875,-17.12453203
h,7418.188477,-15.70310125
h,7428.955078,-15.81963673
h,7439.72168,-15.64597534
h,7450.488281,-23.14151515
h,7461.254883,-15.52916454
h,7472.021484,-13.59599899
h,7482.788086,-11.14673488
h,7493.554688,-13.21574373
h,7504.321289,-20.07659449
h,7515.087891,-28.40230472
h,7525.854492,-20.3355098
h,7536.621094,-13.16381181
h,7547.387695,-15.06135503
h,7558.154297,-22.05741345
h,7568.920898,-16.90361362
h,7579.6875,-11.0420061
h,7590.454102,-14.61548767
h,7601.220703,-20.01885004
h,7611.987305,-15.22864402
h,7622.753906,-17.24124624
h,7633.520508,-12.5387162
h,7644.287109,-8.837498885
h,7655.053711,-11.48876189
h,7665.820313,-18.37706255
h,7676.586914,-19.8104433
h,7687.353516,-11.60394509
h,7698.120117,-11.16007635
h,7708.886719,-17.84621761
h,7719.65332,-10.94852042
h,7730.419922,-10.45851336
h,7741.186523,-15.21031599
h,7751.953125,-12.86691685
h,7762.719727,-16.36813314
h,7773.486328,-12.51710836
h,7784.25293,-17.07452842
h,7795.019531,-22.05435553
h,7805.786133,-16.84170085
h,7816.552734,-16.62765219
h,7827.319336,-15.14924938
h,7838.085938,-22.31078255
h,7848.852539,-21.65426977
h,7859.619141,-12.2864849
h,7870.385742,-12.2648848
h,7881.152344,-11.31869527
h,7891.918945,-15.81181639
h,7902.685547,-39.64699406
h,7913.452148,-22.13719505
h,7924.21875,-24.28927263
h,7934.985352,-18.64380186
h,7945.751953,-26.86257653
h,7956.518555,-17.22837284
h,7967.285156,-11.53508731
h,7978.051758,-18.67607835
h,7988.818359,-27.71716244
h,7999.584961,-19.92839483
h,8010.351563,-15.15038512
h,8021.118164,-15.88099198
h,8031.884766,-16.1961472
h,8042.651367,-18.67103402
h,8053.417969,-12.21216948
h,8064.18457,-15.99748798
h,8074.951172,-10.27875899
h,8085.717773,-11.85767166
h,8096.484375,-17.84281411
h,8107.250977,-13.92426524
h,8118.017578,-14.46729593
h,8128.78418,-11.20568761
h,8139.550781,-12.55806882
h,8150.317383,-13.67919412
h,8161.083984,-13.98781454
h,8171.850586,-22.33324183
h,8182.617188,-10.78585082
h,8193.383789,-9.930815369
h,8204.150391,-10.10099644
h,8214.916992,-22.63436288
h,8225.683594,-17.89366886
h,8236.450195,-21.7352602
h,8247.216797,-18.1381721
h,8257.983398,-26.37230537
h,8268.75,-15.77373873
h,8279.516602,-13.97470603
h,8290.283203,-10.72959904
h,8301.049805,-20.00633946
h,8311.816406,-19.93610054
h,8322.583008,-17.49375038
h,8333.349609,-13.2562552
h,8344.116211,-14.02539272
h,8354.882813,-13.72405855
h,8365.649414,-25.02431585
h,8376.416016,-18.66913034
h,8387.182617,-15.25302778
h,8397.949219,-15.98114709
h,8408.71582,-13.40897902
h,8419.482422,-10.6886088
h,8430.249023,-15.14137369
h,8441.015625,-19.18383183
h,8451.782227,-13.65569631
h,8462.548828,-25.24425189
h,8473.31543,-17.44576251
h,8484.082031,-20.46982223
h,8494.848633,-44.24509794
h,8505.615234,-18.98173442
h,8516.381836,-14.38362432
h,8527.148438,-16.41106831
h,8537.915039,-27.58040854
h,8548.681641,-25.96928275
h,8559.448242,-24.29215139
h,8570.214844,-18.16152537
h,8580.981445,-22.90814676
h,8591.748047,-15.576165
h,8602.514648,-18.90090965
h,8613.28125,-27.24983165
h,8624.047852,-24.4447663
h,8634.814453,-12.48952894
h,8645.581055,-11.82539098
h,8656.347656,-20.21633072
h,8667.114258,-17.39251076
h,8677.880859,-19.5782767
h,8688.647461,-20.72371486
h,8699.414063,-16.65632662
h,8710.180664,-20.46849362
h,8720.947266,-26.74674191
h,8731.713867,-18.51089891
h,8742.480469,-26.21505974
h,8753.24707,-34.7174972
h,8764.013672,-26.58665924
h,8774.780273,-33.78374512
h,8785.546875,-19.49702269
h,8796.313477,-21.99031147
h,8807.080078,-22.55247425
h,8817.84668,-21.11365821
h,8828.613281,-25.36708049
h,8839.379883,-21.64033555
h,8850.146484,-14.16799018
h,8860.913086,-19.23084641
h,8871.679688,-23.62184838
h,8882.446289,-19.364207
h,8893.212891,-17.42158384
h,8903.979492,-19.88810713
h,8914.746094,-28.16136901
h,8925.512695,-34.6213505
h,8936.279297,-34.7305263
h,8947.045898,-29.13838341
h,8957.8125,-24.78594185
h,8968.579102,-20.7485149
h,8979.345703,-25.74619578
h,8990.112305,-18.5297109
h,9000.878906,-25.48694455
h,9011.645508,-22.68981791
h,9022.412109,-22.39111158
h,9033.178711,-19.95450539
h,9043.945313,-13.64519585
h,9054.711914,-8.932752547
h,9065.478516,-9.222558889
h,9076.245117,-8.720041584
h,9087.011719,-18.01829281
h,9097.77832,-17.94911534
h,9108.544922,-17.11697725
h,9119.311523,-33.11319543
h,9130.078125,-17.42401959
h,9140.844727,-16.24966782
h,9151.611328,-18.16760041
h,9162.37793,-24.80008878
h,9173.144531,-19.85503381
h,9183.911133,-19.30467369
h,9194.677734,-23.2272331
h,9205.444336,-26.67165701
h,9216.210938,-26.72982682
h,9226.977539,-25.99120412
h,9237.744141,-17.23835629
h,9248.510742,-21.89453715
h,9259.277344,-17.4721846
h,9270.043945,-28.23347111
h,9280.810547,-23.09272851
h,9291.577148,-19.79750665
h,9302.34375,-17.07921254
h,9313.110352,-20.19730485
h,9323.876953,-22.38705882
h,9334.643555,-22.14754105
h,9345.410156,-22.45443074
h,9356.176758,-20.0574595
h,9366.943359,-17.91821343
h,9377.709961,-20.79147818
h,9388.476563,-19.38797737
h,9399.243164,-16.92343752
h,9410.009766,-20.38537482
h,9420.776367,-22.68903984
h,9431.542969,-19.51472084
h,9442.30957,-18.90357911
h,9453.076172,-19.13279391
h,9463.842773,-25.11473282
h,9474.609375,-24.88670447
h,9485.375977,-17.80184056
h,9496.142578,-23.97725025
h,9506.90918,-21.50223604
h,9517.675781,-29.87474607
h,9528.442383,-18.73560451
h,9539.208984,-15.88812561
h,9549.975586,-21.7954212
h,9560.742188,-25.18206247
h,9571.508789,-28.43681903
h,9582.275391,-22.35240763
h,9593.041992,-21.55318172
h,9603.808594,-20.07229419
h,9614.575195,-18.76824791
h,9625.341797,-20.71784698
h,9636.108398,-15.82405555
h,9646.875,-23.13951544
h,9657.641602,-31.99241196
h,9668.408203,-19.13107389
h,9679.174805,-17.07697913
h,9689.941406,-18.3301951
h,9700.708008,-31.84977988
h,9711.474609,-33.72212738
h,9722.241211,-13.56202492
h,9733.007813,-9.78993191
h,9743.774414,-19.39974438
h,9754.541016,-17.01254999
h,9765.307617,-21.09773782
h,9776.074219,-40.54593
h,9786.84082,-31.04489353
h,9797.607422,-29.80602885
h,9808.374023,-24.80306759
h,9819.140625,-22.77698674
h,9829.907227,-22.63859727
h,9840.673828,-15.83574769
h,9851.44043,-22.70163555
h,9862.207031,-29.69096896
h,9872.973633,-29.37382876
h,9883.740234,-12.41213261
h,9894.506836,-12.75012989
h,9905.273438,-17.16980677
h,9916.040039,-37.13571375
h,9926.806641,-25.75889954
h,9937.573242,-24.08283986
h,9948.339844,-27.14471066
h,9959.106445,-25.52498532
h,9969.873047,-16.77862871
h,9980.639648,-11.61364938
h,9991.40625,-16.64189829
h,10002.17285,-16.8495636
h,10012.93945,-14.58651947
h,10023.70605,-23.30904281
h,10034.47266,-20.49633394
h,10045.23926,-22.50217472
h,10056.00586,-21.05522184
h,10066.77246,-14.72762379
h,10077.53906,-19.67871088
h,10088.30566,-22.92302799
h,10099.07227,-25.24938098
h,10109.83887,-19.62061146
h,10120.60547,-27.17373553
h,10131.37207,-14.98682788
h,10142.13867,-18.64184719
h,10152.90527,-31.48774804
